"","gene.list"
"16199","LMBR1"
"16200","MNX1"
"16201","PTPRN2"
"16202","NCAPG2"
"16203","ESYT2"
"16204","VIPR2"
"16205","FLJ36840"
"16206","ZNF596"
"16207","DLGAP2"
"16208","CLN8"
"16209","ARHGEF10"
"16210","KBTBD11"
"16211","MYOM2"
"16212","MCPH1"
"16213","AGPAT5"
"16214","FAM90A20"
"16215","DEFB109P1B"
"16216","USP17L2"
"16217","DEFB105A"
"16218","OR7E125P"
"16219","FAM90A13"
"16220","FAM90A8"
"16221","FAM90A18"
"16222","FAM90A10"
"16223","SPAG11B"
"16224","FLJ10661"
"16225","CLDN23"
"16226","ERI1"
"16227","TNKS"
"16228","MSRA"
"16229","C8orf74"
"16230","MTMR9"
"16231","TDH"
"16232","BLK"
"16233","NCRNA00208"
"16234","GATA4"
"16235","C8orf49"
"16236","NEIL2"
"16237","FDFT1"
"16238","LOC100131581"
"16239","C8orf79"
"16240","C8orf48"
"16241","TUSC3"
"16242","EFHA2"
"16243","ZDHHC2"
"16244","VPS37A"
"16245","SLC7A2"
"16246","PDGFRL"
"16247","PCM1"
"16248","NAT1"
"16249","SH2D4A"
"16250","INTS10"
"16251","LPL"
"16252","ATP6V1B2"
"16253","XPO7"
"16254","NPM2"
"16255","FGF17"
"16256","EPB49"
"16257","FAM160B2"
"16258","SFTPC"
"16259","BMP1"
"16260","POLR3D"
"16261","PIWIL2"
"16262","SLC39A14"
"16263","PPP3CC"
"16264","SORBS3"
"16265","PDLIM2"
"16266","C8orf58"
"16267","KIAA1967"
"16268","RHOBTB2"
"16269","TNFRSF10C"
"16270","CHMP7"
"16271","R3HCC1"
"16272","SLC25A37"
"16273","ADAM28"
"16274","ADAMDEC1"
"16275","NEFM"
"16276","DOCK5"
"16277","CDCA2"
"16278","PPP2R2A"
"16279","BNIP3L"
"16280","DPYSL2"
"16281","PTK2B"
"16282","EPHX2"
"16283","SCARA3"
"16284","ESCO2"
"16285","ELP3"
"16286","PNOC"
"16287","FZD3"
"16288","EXTL3"
"16289","HMBOX1"
"16290","LEPROTL1"
"16291","DCTN6"
"16292","RBPMS"
"16293","UBXN8"
"16294","WRN"
"16295","NRG1"
"16296","MAK16"
"16297","LOC100293539"
"16298","UNC5D"
"16299","ZNF703"
"16300","ERLIN2"
"16301","PROSC"
"16302","GPR124"
"16303","EIF4EBP1"
"16304","ASH2L"
"16305","BAG4"
"16306","DDHD2"
"16307","LETM2"
"16308","TACC1"
"16309","PLEKHA2"
"16310","HTRA4"
"16311","ADAM9"
"16312","ADAM32"
"16313","IDO1"
"16314","C8orf4"
"16315","GOLGA7"
"16316","GINS4"
"16317","AGPAT6"
"16318","AP3M2"
"16319","IKBKB"
"16320","POLB"
"16321","VDAC3"
"16322","C8orf40"
"16323","HOOK3"
"16324","FNTA"
"16325","SGK196"
"16326","HGSNAT"
"16327","KIAA0146"
"16328","MCM4"
"16329","UBE2V2"
"16330","FLJ46365"
"16331","SNTG1"
"16332","PCMTD1"
"16333","NPBWR1"
"16334","RGS20"
"16335","MRPL15"
"16336","RNU105C"
"16337","SOX17"
"16338","XKR4"
"16339","TMEM68"
"16340","TGS1"
"16341","LYN"
"16342","CHCHD7"
"16343","FAM110B"
"16344","UBXN2B"
"16345","SDCBP"
"16346","RAB2A"
"16347","CHD7"
"16348","CLVS1"
"16349","LOC643763"
"16350","YTHDF3"
"16351","MIR124-2"
"16352","BHLHE22"
"16353","MTFR1"
"16354","TRIM55"
"16355","RRS1"
"16356","ADHFE1"
"16357","C8orf46"
"16358","C8orf44"
"16359","SGK3"
"16360","C8orf45"
"16361","CSPP1"
"16362","PREX2"
"16363","C8orf34"
"16364","SULF1"
"16365","KCNB2"
"16366","RDH10"
"16367","TMEM70"
"16368","LY96"
"16369","GDAP1"
"16370","PI15"
"16371","CRISPLD1"
"16372","ZFHX4"
"16373","PKIA"
"16374","FAM164A"
"16375","STMN2"
"16376","ZBTB10"
"16377","CHMP4C"
"16378","LRRCC1"
"16379","E2F5"
"16380","CA13"
"16381","CA3"
"16382","CA2"
"16383","WWP1"
"16384","CPNE3"
"16385","RIPK2"
"16386","OSGIN2"
"16387","DECR1"
"16388","NECAB1"
"16389","OTUD6B"
"16390","FAM92A1"
"16391","TMEM67"
"16392","PDP1"
"16393","ESRP1"
"16394","DPY19L4"
"16395","INTS8"
"16396","C8orf38"
"16397","PLEKHF2"
"16398","PTDSS1"
"16399","SDC2"
"16400","PGCP"
"16401","MTDH"
"16402","LAPTM4B"
"16403","MATN2"
"16404","C8orf47"
"16405","POP1"
"16406","KCNS2"
"16407","OSR2"
"16408","VPS13B"
"16409","POLR2K"
"16410","SPAG1"
"16411","NACAP1"
"16412","GRHL2"
"16413","ODF1"
"16414","FLJ45248"
"16415","ATP6V1C1"
"16416","BAALC"
"16417","FZD6"
"16418","CTHRC1"
"16419","DCAF13"
"16420","RIMS2"
"16421","ZFPM2"
"16422","OXR1"
"16423","TTC35"
"16424","ENY2"
"16425","EBAG9"
"16426","UTP23"
"16427","C8orf85"
"16428","SLC30A8"
"16429","MED30"
"16430","MAL2"
"16431","NOV"
"16432","DEPDC6"
"16433","COL14A1"
"16434","MTBP"
"16435","ZHX2"
"16436","WDR67"
"16437","FAM83A"
"16438","WDYHV1"
"16439","FAM91A1"
"16440","FER1L6"
"16441","TRMT12"
"16442","RNF139"
"16443","NDUFB9"
"16444","ZNF572"
"16445","SQLE"
"16446","NSMCE2"
"16447","TRIB1"
"16448","POU5F1B"
"16449","MYC"
"16450","EFR3A"
"16451","PHF20L1"
"16452","TG"
"16453","WISP1"
"16454","KHDRBS3"
"16455","C8orf17"
"16456","CHRAC1"
"16457","DENND3"
"16458","PTP4A3"
"16459","FLJ43860"
"16460","BAI1"
"16461","PSCA"
"16462","LY6K"
"16463","C8orf55"
"16464","LY6E"
"16465","C8orf31"
"16466","GPIHBP1"
"16467","ZFP41"
"16468","GLI4"
"16469","ZNF696"
"16470","RHPN1"
"16471","GSDMD"
"16472","TIGD5"
"16473","ZNF623"
"16474","ZNF707"
"16475","BREA2"
"16476","MAPK15"
"16477","GRINA"
"16478","SPATC1"
"16479","EXOSC4"
"16480","GPAA1"
"16481","CYC1"
"16482","MAF1"
"16483","KIAA1875"
"16484","C8orf30A"
"16485","HEATR7A"
"16486","SCXA"
"16487","HSF1"
"16488","GPR172A"
"16489","ADCK5"
"16490","KIFC2"
"16491","PPP1R16A"
"16492","GPT"
"16493","MFSD3"
"16494","LRRC14"
"16495","ZNF517"
"16496","ZNF7"
"16497","TMED10P1"
"16498","C8orf77"
"16499","C8orf33"
"16500","OR4F21"
"16501","RPL23AP53"
"16502","C8orf42"
"16503","FLJ00290"
"16504","LOC389607"
"16505","ERICH1"
"16506","CSMD1"
"16507","ANGPT2"
"16508","XKR5"
"16509","DEFA4"
"16510","DEFA3"
"16511","DEFT1P"
"16512","DEFA5"
"16513","OR7E154P"
"16514","FAM90A7"
"16515","SGK223"
"16516","MFHAS1"
"16517","PPP1R3B"
"16518","RP1L1"
"16519","SOX7"
"16520","PINX1"
"16521","XKR6"
"16522","LOC157740"
"16523","FAM167A"
"16524","CTSB"
"16525","FAM90A25P"
"16526","LONRF1"
"16527","DLC1"
"16528","MSR1"
"16529","FGF20"
"16530","CNOT7"
"16531","MTMR7"
"16532","MTUS1"
"16533","ASAH1"
"16534","PSD3"
"16535","CSGALNACT1"
"16536","SLC18A1"
"16537","LZTS1"
"16538","GFRA2"
"16539","DOK2"
"16540","NUDT18"
"16541","HR"
"16542","REEP4"
"16543","LGI3"
"16544","PHYHIP"
"16545","MIR320A"
"16546","BIN3"
"16547","FLJ14107"
"16548","EGR3"
"16549","PEBP4"
"16550","TNFRSF10B"
"16551","TNFRSF10D"
"16552","TNFRSF10A"
"16553","LOXL2"
"16554","ENTPD4"
"16555","NKX3-1"
"16556","NKX2-6"
"16557","STC1"
"16558","NEFL"
"16559","GNRH1"
"16560","KCTD9"
"16561","EBF2"
"16562","PNMA2"
"16563","ADRA1A"
"16564","STMN4"
"16565","TRIM35"
"16566","CHRNA2"
"16567","CLU"
"16568","CCDC25"
"16569","SCARA5"
"16570","C8orf80"
"16571","ZNF395"
"16572","FBXO16"
"16573","INTS9"
"16574","KIF13B"
"16575","DUSP4"
"16576","TMEM66"
"16577","GTF2E2"
"16578","GSR"
"16579","PPP2CB"
"16580","FUT10"
"16581","C8orf41"
"16582","RNF122"
"16583","DUSP26"
"16584","LOC728024"
"16585","BRF2"
"16586","RAB11FIP1"
"16587","GOT1L1"
"16588","ADRB3"
"16589","STAR"
"16590","LSM1"
"16591","PPAPDC1B"
"16592","WHSC1L1"
"16593","FGFR1"
"16594","RNF5P1"
"16595","TM2D2"
"16596","ZMAT4"
"16597","SFRP1"
"16598","NKX6-3"
"16599","ANK1"
"16600","MYST3"
"16601","PLAT"
"16602","DKK4"
"16603","SLC20A2"
"16604","THAP1"
"16605","RNF170"
"16606","CEBPD"
"16607","PRKDC"
"16608","SNAI2"
"16609","PXDNL"
"16610","RB1CC1"
"16611","OPRK1"
"16612","ATP6V1H"
"16613","LYPLA1"
"16614","RPS20"
"16615","SNORD54"
"16616","PLAG1"
"16617","PENK"
"16618","IMPAD1"
"16619","NSMAF"
"16620","TOX"
"16621","CA8"
"16622","ASPH"
"16623","GGH"
"16624","TTPA"
"16625","CYP7B1"
"16626","ARMC1"
"16627","PDE7A"
"16628","MYBL1"
"16629","VCPIP1"
"16630","TCF24"
"16631","COPS5"
"16632","ARFGEF1"
"16633","SLCO5A1"
"16634","PRDM14"
"16635","NCOA2"
"16636","TRAM1"
"16637","LACTB2"
"16638","EYA1"
"16639","MSC"
"16640","C8orf84"
"16641","STAU2"
"16642","UBE2W"
"16643","TCEB1"
"16644","JPH1"
"16645","PEX2"
"16646","IL7"
"16647","HEY1"
"16648","MRPS28"
"16649","TPD52"
"16650","ZNF704"
"16651","PAG1"
"16652","FABP4"
"16653","IMPA1"
"16654","SLC10A5"
"16655","ZFAND1"
"16656","SNX16"
"16657","C8orf59"
"16658","REXO1L1"
"16659","REXO1L2P"
"16660","PSKH2"
"16661","FAM82B"
"16662","DCAF4L2"
"16663","MMP16"
"16664","NBN"
"16665","TMEM64"
"16666","TMEM55A"
"16667","RUNX1T1"
"16668","RBM12B"
"16669","GEM"
"16670","RAD54B"
"16671","KIAA1429"
"16672","CCNE2"
"16673","TP53INP1"
"16674","C8orf37"
"16675","GDF6"
"16676","UQCRB"
"16677","MTERFD1"
"16678","TSPYL5"
"16679","RPL30"
"16680","HRSP12"
"16681","NIPAL2"
"16682","STK3"
"16683","COX6C"
"16684","RGS22"
"16685","RNF19A"
"16686","ANKRD46"
"16687","SNX31"
"16688","PABPC1"
"16689","YWHAZ"
"16690","ZNF706"
"16691","NCALD"
"16692","RRM2B"
"16693","UBR5"
"16694","KLF10"
"16695","AZIN1"
"16696","C8orf56"
"16697","SLC25A32"
"16698","DPYS"
"16699","LRP12"
"16700","ABRA"
"16701","ANGPT1"
"16702","RSPO2"
"16703","EIF3E"
"16704","TMEM74"
"16705","NUDCD1"
"16706","SYBU"
"16707","KCNV1"
"16708","TRPS1"
"16709","EIF3H"
"16710","RAD21"
"16711","EXT1"
"16712","SAMD12"
"16713","TNFRSF11B"
"16714","ENPP2"
"16715","TAF2"
"16716","DSCC1"
"16717","MRPL13"
"16718","SNTB1"
"16719","HAS2"
"16720","DERL1"
"16721","LOC100131726"
"16722","C8orf76"
"16723","ZHX1"
"16724","ATAD2"
"16725","FBXO32"
"16726","KLHL38"
"16727","TMEM65"
"16728","TATDN1"
"16729","MTSS1"
"16730","KIAA0196"
"16731","FAM84B"
"16732","GSDMC"
"16733","FAM49B"
"16734","ASAP1"
"16735","ADCY8"
"16736","OC90"
"16737","HHLA1"
"16738","KCNQ3"
"16739","LRRC6"
"16740","TMEM71"
"16741","SLA"
"16742","NDRG1"
"16743","ST3GAL1"
"16744","ZFAT"
"16745","FAM135B"
"16746","COL22A1"
"16747","KCNK9"
"16748","TRAPPC9"
"16749","EIF2C2"
"16750","PTK2"
"16751","SLC45A4"
"16752","GPR20"
"16753","TSNARE1"
"16754","ARC"
"16755","JRK"
"16756","SLURP1"
"16757","LYPD2"
"16758","LYNX1"
"16759","LY6D"
"16760","CYP11B1"
"16761","CYP11B2"
"16762","LY6H"
"16763","TOP1MT"
"16764","C8orf51"
"16765","MAFA"
"16766","ZC3H3"
"16767","C8orf73"
"16768","NAPRT1"
"16769","EEF1D"
"16770","PYCRL"
"16771","TSTA3"
"16772","LOC100130274"
"16773","FAM83H"
"16774","SCRIB"
"16775","PUF60"
"16776","NRBP2"
"16777","PLEC"
"16778","PARP10"
"16779","OPLAH"
"16780","SHARPIN"
"16781","BOP1"
"16782","DGAT1"
"16783","SCRT1"
"16784","FBXL6"
"16785","CPSF1"
"16786","SLC39A4"
"16787","VPS28"
"16788","NFKBIL2"
"16789","CYHR1"
"16790","FOXH1"
"16791","RECQL4"
"16792","LRRC24"
"16793","ARHGAP39"
"16794","ZNF251"
"16795","ZNF34"
"16796","RPL8"
"16797","COMMD5"
"16798","ZNF250"
"16799","ZNF16"
"16800","ZNF252"
"16801","DOCK8"
"16802","KANK1"
"16803","DMRT1"
"16804","DMRT3"
"16805","DMRT2"
"16806","SMARCA2"
"16807","VLDLR"
"16808","KCNV2"
"16809","C9orf70"
"16810","SLC1A1"
"16811","PPAPDC2"
"16812","CDC37L1"
"16813","RCL1"
"16814","JAK2"
"16815","CD274"
"16816","PDCD1LG2"
"16817","KIAA1432"
"16818","IL33"
"16819","UHRF2"
"16820","KDM4C"
"16821","C9orf150"
"16822","SNAPC3"
"16823","C9orf93"
"16824","CNTLN"
"16825","SH3GL2"
"16826","ADAMTSL1"
"16827","RRAGA"
"16828","DENND4C"
"16829","ACER2"
"16830","KIAA1797"
"16831","MTAP"
"16832","C9orf53"
"16833","DMRTA1"
"16834","IFT74"
"16835","TEK"
"16836","LOC138412"
"16837","ACO1"
"16838","TMEM215"
"16839","DNAJA1"
"16840","SPINK4"
"16841","CHMP5"
"16842","NFX1"
"16843","ANXA2P2"
"16844","TRBV21OR9-2"
"16845","TRBV23OR9-2"
"16846","PRSS3"
"16847","UBE2R2"
"16848","UBAP1"
"16849","NUDT2"
"16850","DNAI1"
"16851","GALT"
"16852","IL11RA"
"16853","KIAA1045"
"16854","DNAJB5"
"16855","C9orf131"
"16856","UNC13B"
"16857","RUSC2"
"16858","TESK1"
"16859","CCDC107"
"16860","CA9"
"16861","CREB3"
"16862","RGP1"
"16863","NPR2"
"16864","TMEM8B"
"16865","HRCT1"
"16866","RECK"
"16867","GLIPR2"
"16868","CCIN"
"16869","CLTA"
"16870","MELK"
"16871","ZCCHC7"
"16872","GRHPR"
"16873","POLR1E"
"16874","FRMPD1"
"16875","RG9MTD3"
"16876","DCAF10"
"16877","ALDH1B1"
"16878","FAM75A7"
"16879","FAM74A3"
"16880","CNTNAP3"
"16881","LOC554249"
"16882","ANKRD20A3"
"16883","FAM95B1"
"16884","CBWD5"
"16885","FOXD4L2"
"16886","AQP7P1"
"16887","NCRNA00268"
"16888","FAM27C"
"16889","LOC100132167"
"16890","FAM27A"
"16891","FAM27E3"
"16892","KGFLP2"
"16893","LOC442421"
"16894","ANKRD20A1"
"16895","ANKRD20A2"
"16896","CBWD3"
"16897","FOXD4L3"
"16898","PIP5K1B"
"16899","FAM122A"
"16900","FXN"
"16901","TJP2"
"16902","FAM189A2"
"16903","MAMDC2"
"16904","SMC5"
"16905","C9orf85"
"16906","TMC1"
"16907","ANXA1"
"16908","RORB"
"16909","OSTF1"
"16910","PCSK5"
"16911","GCNT1"
"16912","FOXB2"
"16913","VPS13A"
"16914","LOC642947"
"16915","CEP78"
"16916","PSAT1"
"16917","TLE4"
"16918","FAM75D1"
"16919","C9orf103"
"16920","RMI1"
"16921","NTRK2"
"16922","KIF27"
"16923","NAA35"
"16924","LOC100130433"
"16925","C9orf170"
"16926","DAPK1"
"16927","CTSL1"
"16928","CTSL3"
"16929","C9orf79"
"16930","FAM75C1"
"16931","SPIN1"
"16932","NXNL2"
"16933","S1PR3"
"16934","CKS2"
"16935","SECISBP2"
"16936","GADD45G"
"16937","SYK"
"16938","CENPP"
"16939","FGD3"
"16940","SUSD3"
"16941","C9orf89"
"16942","WNK2"
"16943","FAM120A"
"16944","PHF2"
"16945","PTPDC1"
"16946","MIRLET7D"
"16947","ZNF169"
"16948","HIATL1"
"16949","C9orf3"
"16950","MIR23B"
"16951","MIR27B"
"16952","C9orf102"
"16953","HABP4"
"16954","FAM22G"
"16955","C9orf174"
"16956","TDRD7"
"16957","TMOD1"
"16958","NCBP1"
"16959","FOXE1"
"16960","ANP32B"
"16961","NANS"
"16962","GALNT12"
"16963","COL15A1"
"16964","TGFBR1"
"16965","SEC61B"
"16966","NR4A3"
"16967","STX17"
"16968","INVS"
"16969","C9orf30"
"16970","TMEFF1"
"16971","MURC"
"16972","LPPR1"
"16973","ZNF189"
"16974","RNF20"
"16975","SMC2"
"16976","OR13F1"
"16977","NIPSNAP3A"
"16978","NIPSNAP3B"
"16979","SLC44A1"
"16980","FKTN"
"16981","TAL2"
"16982","TMEM38B"
"16983","ZNF462"
"16984","RAD23B"
"16985","C9orf6"
"16986","PALM2-AKAP2"
"16987","ZNF483"
"16988","DNAJC25"
"16989","UGCG"
"16990","HSDL2"
"16991","KIAA1958"
"16992","SNX30"
"16993","SLC31A2"
"16994","SLC31A1"
"16995","PRPF4"
"16996","BSPRY"
"16997","C9orf43"
"16998","RGS3"
"16999","ZNF618"
"17000","COL27A1"
"17001","MIR455"
"17002","ORM2"
"17003","ATP6V1G1"
"17004","C9orf91"
"17005","PAPPA"
"17006","TRIM32"
"17007","TLR4"
"17008","CEP110"
"17009","GSN"
"17010","DAB2IP"
"17011","MRRF"
"17012","PTGS1"
"17013","OR1N2"
"17014","OR5C1"
"17015","OR1K1"
"17016","RABGAP1"
"17017","GPR21"
"17018","CRB2"
"17019","LHX2"
"17020","NEK6"
"17021","GPR144"
"17022","MIR181A2"
"17023","OLFML2A"
"17024","WDR38"
"17025","ARPC5L"
"17026","RABEPK"
"17027","GAPVD1"
"17028","PBX3"
"17029","FAM125B"
"17030","LMX1B"
"17031","ZBTB43"
"17032","ZBTB34"
"17033","RALGPS1"
"17034","GARNL3"
"17035","SLC2A8"
"17036","ZNF79"
"17037","LRSAM1"
"17038","STXBP1"
"17039","PTRH1"
"17040","TTC16"
"17041","CDK9"
"17042","FPGS"
"17043","SLC25A25"
"17044","LCN2"
"17045","C9orf16"
"17046","DNM1"
"17047","C9orf119"
"17048","COQ4"
"17049","SLC27A4"
"17050","URM1"
"17051","CERCAM"
"17052","ODF2"
"17053","GLE1"
"17054","SPTAN1"
"17055","PKN3"
"17056","TBC1D13"
"17057","ENDOG"
"17058","LRRC8A"
"17059","PHYHD1"
"17060","NUP188"
"17061","FAM73B"
"17062","DOLPP1"
"17063","PPP2R4"
"17064","C9orf106"
"17065","LOC100128501"
"17066","METTL11A"
"17067","PRRX2"
"17068","TOR1B"
"17069","USP20"
"17070","GPR107"
"17071","LOC100129785"
"17072","NCS1"
"17073","HMCN2"
"17074","ASS1"
"17075","FUBP3"
"17076","PRDM12"
"17077","EXOSC2"
"17078","ABL1"
"17079","LAMC3"
"17080","AIF1L"
"17081","NUP214"
"17082","PPAPDC3"
"17083","BAT2L1"
"17084","SNORD62A"
"17085","POMT1"
"17086","NTNG2"
"17087","C9orf171"
"17088","BARHL1"
"17089","GTF3C4"
"17090","C9orf9"
"17091","GFI1B"
"17092","GTF3C5"
"17093","CEL"
"17094","CELP"
"17095","LCN1"
"17096","SNORD36C"
"17097","SNORD24"
"17098","SNORD36B"
"17099","SURF2"
"17100","C9orf96"
"17101","ADAMTS13"
"17102","C9orf7"
"17103","ADAMTSL2"
"17104","DBH"
"17105","NCRNA00094"
"17106","WDR5"
"17107","RXRA"
"17108","COL5A1"
"17109","FCN2"
"17110","OLFM1"
"17111","LOC401557"
"17112","C9orf62"
"17113","KIAA0649"
"17114","MRPS2"
"17115","OBP2A"
"17116","PAEP"
"17117","LCN9"
"17118","KCNT1"
"17119","GPSM1"
"17120","PMPCA"
"17121","C9orf163"
"17122","EGFL7"
"17123","FAM69B"
"17124","TMEM141"
"17125","KIAA1984"
"17126","C9orf86"
"17127","C9orf172"
"17128","PHPT1"
"17129","MAMDC4"
"17130","TRAF2"
"17131","C8G"
"17132","LCN12"
"17133","C9orf141"
"17134","PTGDS"
"17135","LCNL1"
"17136","C9orf142"
"17137","FUT7"
"17138","UAP1L1"
"17139","MAN1B1"
"17140","GRIN1"
"17141","SSNA1"
"17142","NDOR1"
"17143","C9orf169"
"17144","SLC34A3"
"17145","TUBB2C"
"17146","C9orf173"
"17147","COBRA1"
"17148","C9orf167"
"17149","NOXA1"
"17150","MRPL41"
"17151","ARRDC1"
"17152","EHMT1"
"17153","FLJ40292"
"17154","CACNA1B"
"17155","TUBBP5"
"17156","FOXD4"
"17157","C9orf66"
"17158","KIAA0020"
"17159","RFX3"
"17160","GLIS3"
"17161","C9orf68"
"17162","AK3"
"17163","RLN1"
"17164","C9orf46"
"17165","ERMP1"
"17166","KIAA2026"
"17167","RANBP6"
"17168","GLDC"
"17169","C9orf123"
"17170","PTPRD"
"17171","MPDZ"
"17172","NFIB"
"17173","ZDHHC21"
"17174","CER1"
"17175","FREM1"
"17176","TTC39B"
"17177","PSIP1"
"17178","BNC2"
"17179","MGC24103"
"17180","FAM154A"
"17181","SCARNA8"
"17182","PLIN2"
"17183","RPS6"
"17184","SLC24A2"
"17185","MLLT3"
"17186","PTPLAD2"
"17187","KLHL9"
"17188","LOC554202"
"17189","MIR31"
"17190","CDKN2A"
"17191","CDKN2B"
"17192","TUSC1"
"17193","C9orf82"
"17194","PLAA"
"17195","MOBKL2B"
"17196","C9orf72"
"17197","DDX58"
"17198","TOPORS"
"17199","NDUFB6"
"17200","TAF1L"
"17201","APTX"
"17202","SMU1"
"17203","B4GALT1"
"17204","BAG1"
"17205","AQP7"
"17206","AQP3"
"17207","NOL6"
"17208","PTENP1"
"17209","UBAP2"
"17210","DCAF12"
"17211","KIF24"
"17212","KIAA1161"
"17213","C9orf24"
"17214","C9orf25"
"17215","ENHO"
"17216","CNTFR"
"17217","C9orf23"
"17218","DCTN3"
"17219","ARID3C"
"17220","SIGMAR1"
"17221","CCL27"
"17222","CCL19"
"17223","CCL21"
"17224","C9orf144B"
"17225","VCP"
"17226","FANCG"
"17227","PIGO"
"17228","STOML2"
"17229","KIAA1539"
"17230","CD72"
"17231","SIT1"
"17232","RMRP"
"17233","C9orf100"
"17234","TPM2"
"17235","TLN1"
"17236","GBA2"
"17237","SPAG8"
"17238","HINT2"
"17239","C9orf128"
"17240","OR13J1"
"17241","OR2S2"
"17242","GNE"
"17243","RNF38"
"17244","PAX5"
"17245","ZBTB5"
"17246","FBXO10"
"17247","RAB1C"
"17248","EXOSC3"
"17249","MCART1"
"17250","SHB"
"17251","IGFBPL1"
"17252","ANKRD18A"
"17253","ZNF658"
"17254","LOC644249"
"17255","FAM27D1"
"17256","PGM5P2"
"17257","FOXD4L6"
"17258","C9orf71"
"17259","PRKACG"
"17260","APBA1"
"17261","PTAR1"
"17262","KLF9"
"17263","TRPM3"
"17264","TMEM2"
"17265","FAM108B1"
"17266","C9orf57"
"17267","ZFAND5"
"17268","ALDH1A1"
"17269","TRPM6"
"17270","C9orf40"
"17271","C9orf41"
"17272","C9orf95"
"17273","RFK"
"17274","PRUNE2"
"17275","GNA14"
"17276","GNAQ"
"17277","TLE1"
"17278","RASEF"
"17279","FRMD3"
"17280","UBQLN1"
"17281","C9orf64"
"17282","HNRNPK"
"17283","SLC28A3"
"17284","AGTPBP1"
"17285","GOLM1"
"17286","ZCCHC6"
"17287","GAS1"
"17288","LOC494127"
"17289","LOC392364"
"17290","CDK20"
"17291","FAM75C2"
"17292","SHC3"
"17293","SEMA4D"
"17294","DIRAS2"
"17295","AUH"
"17296","NFIL3"
"17297","ROR2"
"17298","SPTLC1"
"17299","IARS"
"17300","NOL8"
"17301","OGN"
"17302","OMD"
"17303","ASPN"
"17304","ECM2"
"17305","IPPK"
"17306","BICD2"
"17307","ZNF484"
"17308","NINJ1"
"17309","FAM120AOS"
"17310","BARX1"
"17311","FAM22F"
"17312","FBP1"
"17313","FANCC"
"17314","PTCH1"
"17315","C9orf130"
"17316","HSD17B3"
"17317","SLC35D2"
"17318","ZNF367"
"17319","CDC14B"
"17320","C9orf21"
"17321","ZNF510"
"17322","ZNF782"
"17323","HIATL2"
"17324","CTSL2"
"17325","LOC100130916"
"17326","TSTD2"
"17327","XPA"
"17328","C9orf156"
"17329","TRIM14"
"17330","CORO2A"
"17331","TBC1D2"
"17332","GABBR2"
"17333","ANKS6"
"17334","ALG2"
"17335","ERP44"
"17336","TEX10"
"17337","MRPL50"
"17338","ALDOB"
"17339","C9orf125"
"17340","PPP3R2"
"17341","ABCA1"
"17342","KLF4"
"17343","ACTL7B"
"17344","IKBKAP"
"17345","CTNNAL1"
"17346","C9orf5"
"17347","MIR32"
"17348","C9orf4"
"17349","EPB41L4B"
"17350","PTPN3"
"17351","C9orf152"
"17352","TXN"
"17353","SVEP1"
"17354","LPAR1"
"17355","KIAA0368"
"17356","PTGR1"
"17357","C9orf29"
"17358","SUSD1"
"17359","ROD1"
"17360","C9orf80"
"17361","SLC46A2"
"17362","ZFP37"
"17363","FKBP15"
"17364","RNF183"
"17365","WDR31"
"17366","HDHD3"
"17367","ALAD"
"17368","POLE3"
"17369","FLJ31713"
"17370","AMBP"
"17371","KIF12"
"17372","AKNA"
"17373","DFNB31"
"17374","TNFSF15"
"17375","TNFSF8"
"17376","TNC"
"17377","ASTN2"
"17378","SNORA70C"
"17379","DBC1"
"17380","MIR147"
"17381","CDK5RAP2"
"17382","MEGF9"
"17383","FBXW2"
"17384","PSMD5"
"17385","PHF19"
"17386","TRAF1"
"17387","C5"
"17388","RAB14"
"17389","C9orf31"
"17390","STOM"
"17391","GGTA1"
"17392","TTLL11"
"17393","NDUFA8"
"17394","LHX6"
"17395","RBM18"
"17396","OR1N1"
"17397","OR1L8"
"17398","OR1B1"
"17399","PDCL"
"17400","RC3H2"
"17401","ZBTB6"
"17402","ZBTB26"
"17403","NCRNA00287"
"17404","STRBP"
"17405","DENND1A"
"17406","LOC613206"
"17407","PSMB7"
"17408","NR5A1"
"17409","NR6A1"
"17410","RPL35"
"17411","GOLGA1"
"17412","SCAI"
"17413","PPP6C"
"17414","HSPA5"
"17415","MAPKAP1"
"17416","LOC51145"
"17417","ANGPTL2"
"17418","SNORA65"
"17419","FAM129B"
"17420","TOR2A"
"17421","SH2D3C"
"17422","ENG"
"17423","AK1"
"17424","ST6GALNAC6"
"17425","ST6GALNAC4"
"17426","PIP5KL1"
"17427","DPM2"
"17428","FAM102A"
"17429","NAIF1"
"17430","PTGES2"
"17431","CIZ1"
"17432","GOLGA2"
"17433","TRUB2"
"17434","MIR219-2"
"17435","WDR34"
"17436","ZDHHC12"
"17437","ZER1"
"17438","C9orf114"
"17439","CCBL1"
"17440","DOLK"
"17441","SH3GLB2"
"17442","CRAT"
"17443","IER5L"
"17444","C9orf50"
"17445","ASB6"
"17446","PTGES"
"17447","TOR1A"
"17448","C9orf78"
"17449","FNBP1"
"17450","FLJ46836"
"17451","QRFP"
"17452","FIBCD1"
"17453","FAM78A"
"17454","UCK1"
"17455","RAPGEF1"
"17456","MED27"
"17457","SETX"
"17458","TTF1"
"17459","DDX31"
"17460","C9orf98"
"17461","TSC1"
"17462","RALGDS"
"17463","GBGT1"
"17464","OBP2B"
"17465","ABO"
"17466","SURF6"
"17467","MED22"
"17468","SURF4"
"17469","SURF1"
"17470","REXO4"
