ID,CRC.222,CRC.57,CRC.82,CRC.220,CRC.90,CRC.180,CRC.151,CRC.143,CRC.235,CRC.238,CRC.104,CRC.160,CRC.97,CRC.66,CRC.96,CRC.134,CRC.207,CRC.132,CRC.190,CRC.204,CRC.102,CRC.121,CRC.144,CRC.17,CRC.50,CRC.9,CRC.145,CRC.199,CRC.136,CRC.6,CRC.225,CRC.110,CRC.152,CRC.46,CRC.157,CRC.118,CRC.149,CRC.48,CRC.206,CRC.5,CRC.47,CRC.60,CRC.219,CRC.27,CRC.169,CRC.231,CRC.119,CRC.18,CRC.164,CRC.163,CRC.130,CRC.100,CRC.191,CRC.173,CRC.109,CRC.205,CRC.55,CRC.183,CRC.116,CRC.87,CRC.88,CRC.139,CRC.166,CRC.77,CRC.86,CRC.175,CRC.23,CRC.105,CRC.10,CRC.141,CRC.52,CRC.215,CRC.198,CRC.12,CRC.42,CRC.240,CRC.58,CRC.233,CRC.171,CRC.53,CRC.44,CRC.93,CRC.35,CRC.39,CRC.80,CRC.224,CRC.140,CRC.36,CRC.65,CRC.22,CRC.43,CRC.192,CRC.216,CRC.229,CRC.232,CRC.189,CRC.135,CRC.7,CRC.146,CRC.156,CRC.178,CRC.25,CRC.227,CRC.213,CRC.195,CRC.237,CRC.214,CRC.234,CRC.186,CRC.197,CRC.188,CRC.172,CRC.210,CRC.182,CRC.89,CRC.24,CRC.174,CRC.113,CRC.211,CRC.239,CRC.40,CRC.161,CRC.202,CRC.230,CRC.201,CRC.170,CRC.196,CRC.19,CRC.194,CRC.177,CRC.193
Root;k__Archaea,0,0,0,0.000347766,0,0.000284981,0,0,7.86E-05,0,0,0,0,0,0,0,0,0,0,0.000909504,0,0,0.000292483,0,0,0.000528541,0,0,0,0.000175593,0.000171292,0,0,0,0,0,0,0,0.0003108,0,0,0,0,0,0,0,0,0,0,0.000307125,0,0.000221337,0,0,0,0,0,0,0.00106082,0.000160102,0,0,0.00058548,0.000256345,0.000272777,0,0,0,0,0,0,0.000263713,0,0.000554939,0,0.000157282,0,0,0.000549451,0.000267989,0,0,0,0.000178795,0,0,0,0,0,0,0,0,0,0,0,0,0.00023015,0,0,0,0,0,0.000189825,0.000183638,0.000285741,0,0.000849077,0,0,0,0,0.000396354,0,0,0,0,0,0,0.0003465,0.000924784,0,0,0,0.000317813,0,0,0,0,0,0,0
Root;k__Bacteria,1,1,1,0.999652234,1,0.999715019,1,1,0.999921377,1,1,1,1,1,1,1,1,1,1,0.999090496,1,1,0.999707517,1,1,0.999471459,1,1,1,0.999824407,0.999828708,1,1,1,1,1,1,1,0.9996892,1,1,1,1,1,1,1,1,1,1,0.999692875,1,0.999778663,1,1,1,1,1,1,0.99893918,0.999839898,1,1,0.99941452,0.999743655,0.999727223,1,1,1,1,1,1,0.999736287,1,0.999445061,1,0.999842718,1,1,0.999450549,0.999732011,1,1,1,0.999821205,1,1,1,1,1,1,1,1,1,1,1,1,0.99976985,1,1,1,1,1,0.999810175,0.999816362,0.999714259,1,0.999150923,1,1,1,1,0.999603646,1,1,1,1,1,1,0.9996535,0.999075216,1,1,1,0.999682187,1,1,1,1,1,1,1
Root;k__Archaea;p__Euryarchaeota,0,0,0,0.000347766,0,0.000284981,0,0,7.86E-05,0,0,0,0,0,0,0,0,0,0,0.000909504,0,0,0.000292483,0,0,0.000211416,0,0,0,0.000175593,0.000171292,0,0,0,0,0,0,0,0.0003108,0,0,0,0,0,0,0,0,0,0,0,0,0.000221337,0,0,0,0,0,0,0.00106082,0.000160102,0,0,0.00058548,0.000256345,0.000272777,0,0,0,0,0,0,0.000263713,0,0.000554939,0,0.000157282,0,0,0.000549451,0.000267989,0,0,0,0.000178795,0,0,0,0,0,0,0,0,0,0,0,0,0.00023015,0,0,0,0,0,0.000189825,0.000183638,0.000285741,0,0.000636807,0,0,0,0,0.000396354,0,0,0,0,0,0,0.0003465,0.000924784,0,0,0,0.000317813,0,0,0,0,0,0,0
Root;k__Bacteria;p__,0,0,0.000254194,0,0,0,0.031746032,0.000829187,0,0,0,0,0.000546896,0,0,0.000859353,0,0.001834301,0,0,0,0.00021106,0.001462416,0,0,0.000211416,0,0,0,0.000175593,0,0.000780183,0,0.001419698,0,0,0,0.000643294,0,0,0,0,0,0,0,0.000856348,0,0,0,0.002457002,0,0,0,0,0,0.000419111,0,0.000175747,0,0.000160102,0,0.000271003,0.00087822,0.000128172,0,0,0,0,0,0,0,0,0,0,0.000802568,0,0,0,0.000274725,0,0.000452148,0,0,0.001251564,0,0,0,0,0,0,0,0.001281723,0,0,0,0.00021777,0,0,0.000279916,0,0,0.001309929,0,0.000550914,9.52E-05,0,0,0,0,0.000515375,0.001444391,0,0,0,0.000225683,0,0.002902758,0,0,0.000924784,0,0,0.000436967,0.000317813,0,0,0,0,0,0,0
Root;k__Bacteria;p__Acidobacteria,0,0,0.000127097,0.000173883,0,0,0,0,0.000157245,0.000282725,0,0,0,0,0,0,0.000616143,0,0,0.000227376,0,0,0,0,0,0.000105708,0,0,0,0,0,0,0.000208377,0.000354925,0,0,0,0,0.0001554,0,0,0,0.000386997,0,0,0,0,0,0,0,0,0,0,0,0.000209468,0,0,0,0,0,0,0,0,0.000384517,0,0,0,0,0,0,0.000684697,0,0,0,0.005617978,0,0,0,0,0,0.000150716,0,0,8.94E-05,0.000451569,0.000326477,0,0.000304275,0.000229279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379651,0,9.52E-05,0,0.000212269,0,0,0,0,0,0.00022242,0,0,0,0,0,0.00017325,0.000616523,0,0.000689655,0,0,0.000237643,0,0.000228676,0,0,0.00030525,0
Root;k__Bacteria;p__Actinobacteria,0.005376344,0.000143349,0.016522623,0.016344983,0,0.001424907,0.015873016,0.004560531,0.032471106,0.08368674,0.012688532,0,0.007383101,0.001171875,0.061099796,0.000572902,0.013965907,0.000305717,0.319070081,0.002273761,0.000268312,0.014140988,0.002339865,0.00220227,0.000376081,0.002325581,0.65268886,0.081632653,0.03030303,0.003160667,0.009763618,0.032572655,0.001875391,0.053593611,0.036990856,0.000915416,0.008658009,0.005789643,0.011344211,0.001643655,0.005540166,0.062818336,0.001160991,0.004238921,0.021691176,0.001070435,0.000884564,0.001587302,0,0.005528256,0.000769428,0.010181496,0.011189855,0.003972402,0.037075827,0.004191115,0,0.001054482,0.002828854,0.036663465,0,0.000813008,0,0.007433991,0.046372068,0.053030303,0.022285714,0.00909244,0.000701016,0.001296344,0.001369394,0.012921941,0.000255428,0.012763596,0.001605136,0.136206354,0.00080048,0.000643915,0.000274725,0.002009916,0.00331575,0,0.035053554,0.116842482,0,0.131570356,0.032910628,0.047162635,0.000229279,0.007608946,0.108692053,0.067674955,0,0.065109344,0.476190476,0.016332753,0,0,0.014415675,0.095410005,0.006618342,0.003667802,0.011769172,0.074556974,0.008286503,0.000425955,0.039269794,0.005059022,0.002525253,0.001546126,0.000962927,0.135949267,0.012233096,0.001322168,0.001354096,0,0.069666183,0.000669792,0.186936937,0.014180025,0,0.001724138,0.001966354,0.00047672,0.196055133,0.027345999,0.000457352,0.006736275,0.026406998,0.006105006,0.015126663
Root;k__Bacteria;p__Bacteroidetes,0.405913978,0.34790711,0.435815963,0.005216484,0.486631016,0.480478769,0.007936508,0.045190713,0.337919648,0.340684196,0.416327508,0.113245703,0.221493027,0.110546875,0.081720978,0.26553996,0.151776545,0.418526445,0.026280323,0.012050932,0.186477059,0.502532714,0.022228722,0.066576317,0.015795412,0.05243129,0.012483995,0.176870748,0,0.018437226,0.050017129,0.216305832,0.297145239,0.051641526,0.172485453,0.00530941,0.022366522,0.004503056,0.03030303,0.022682446,0.033240997,0.055178268,0.19253096,0.118689788,0.232720588,0.258188825,0.026536931,0.216402116,0.058842239,0.142506143,0.259810208,0.009738822,0.050727341,0.034706251,0.313364055,0.174769489,0.047619048,0.077680141,0.030410184,0.000800512,0,0.005691057,0.017271663,0.138682389,0.015548282,0.189393939,0.067428571,0.010102711,0.038906414,0.087892144,0.081478946,0.014504219,0.005363985,0.013318535,0.253611557,0.025951557,0.172903742,0.285683623,0.041208791,0.078520702,0.02758101,0.06316726,0.012658228,0.061326658,0.203657711,0.015670911,0.164855072,0.075003803,0.223088387,0.023518561,0.024337748,0.00794668,0.011527378,0.038270378,0.015873016,0.014590592,0.107940161,0.131578947,0.010076977,0.288292935,0.265994327,0.038773906,0.106302202,0.191534294,0.450614344,0.001561834,0.010401189,0.033726813,0.025252525,0.377426559,0.022147328,0.027744748,0.134119217,0.223226091,0.123448432,0.075174825,0.076923077,0.203170351,0.077789328,0.141183724,0,0.042758621,0.28577671,0.022882568,0.109315589,0.149683362,0.041619026,0.06028966,0.385212081,0.455128205,0.262802989
Root;k__Bacteria;p__Chloroflexi,0,0,0.000381291,0,0,0,0,0,0.000157245,0,0,0,0,0,0.000254582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183083,0,0,0,0,0,0,0,0,0,0,0.000147427,0,0,0,0,0,0,0.000209074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020012,0,0,0,0,0,0,0.000178795,0,0,0,0.000304275,0.000114639,0,0,0,0,0,0,0,0,0,0,0.000257865,0,0.000261986,0.000189825,0,9.52E-05,0,0,0,0,0.000171792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165044,0,0
Root;k__Bacteria;p__Cyanobacteria,0.001344086,0,0,0,0,0,0,0,0.001415206,0,0.000718219,0,0,0,0,0.000286451,0,0,0,0,0,0.00021106,0,0,0,0.000105708,0,0,0,0,0,0,0.000416753,0,0,0,0,0,0,0,0.0012785,0,0.001160991,0,0,0,0,0.000529101,0,0,0,0,0,0,0.000418936,0,0,0.000175747,0,0,0,0,0,0,0.000818331,0,0,0.000168379,0,0,0,0,0,0,0,0,0.00020012,0,0,0,0.000452148,0,0,0,0.000225785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379651,0,9.52E-05,0,0,0,0,0.000171792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915751,0
Root;k__Bacteria;p__Firmicutes,0.409946237,0.632024083,0.53202847,0.973395931,0.50802139,0.51353662,0.944444444,0.945273632,0.613570249,0.538026576,0.556380177,0.88372093,0.765654908,0.871484375,0.848523422,0.711257519,0.823372356,0.564353409,0.635781671,0.954524784,0.800107325,0.450401013,0.671248903,0.921565306,0.960887552,0.89038055,0.333546735,0.741496599,0.96969697,0.971202809,0.937307297,0.745465184,0.687851636,0.872227152,0.788445553,0.992127426,0.965848966,0.98070119,0.954001554,0.94017094,0.941828255,0.865874363,0.61745356,0.821579961,0.740441176,0.65253693,0.971841368,0.765079365,0.93956743,0.830159705,0.724801231,0.979637008,0.934352853,0.959230608,0.642647675,0.790444258,0.857142857,0.522671353,0.962164074,0.956612232,0.882352941,0.788075881,0.976288056,0.807613432,0.934260775,0.71969697,0.900571429,0.720323287,0.95022783,0.899403682,0.914070524,0.967563291,0.820178799,0.967258602,0.703049759,0.828247877,0.810086052,0.709165057,0.955494505,0.62427978,0.965636775,0.933274021,0.946445959,0.815304845,0.794536013,0.846065948,0.783514493,0.866271109,0.770835722,0.959418953,0.855463576,0.911817483,0.988472622,0.896620278,0.444444444,0.959494774,0.888377445,0.868421053,0.973827852,0.614234141,0.719508352,0.946554886,0.873196659,0.728124139,0.523764168,0.914383075,0.93440883,0.959527825,0.945707071,0.586325374,0.974482427,0.835116924,0.831850534,0.578669017,0.87248928,0.923076923,0.847605225,0.713775396,0.727823978,0.827681874,1,0.941724138,0.7006773,0.969331003,0.685836502,0.820955671,0.71369769,0.886493769,0.575507509,0.530830281,0.699289229
Root;k__Bacteria;p__Fusobacteria,0.004032258,0,0,0,0,0,0,0,0,0.000565451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847027,0,0.000634249,0,0,0,0,0,0,0,0.000532387,0,0,0.001202501,0.000321647,0,0.013477975,0,0,0,0.002312139,0,0.001070435,0,0.000529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128172,0,0,0,0.001683785,0.000350508,0,0,0.000263713,0,0,0,0,0,0,0,0.288489883,0.000301432,0,0.001460565,8.94E-05,0,0.000163239,0,0.000760688,0,0.000230574,0.000165563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004225979,0.118774791,0,0,0,0,0,0.000308261,0,0,0,0.003019228,0,0,0,0,0.000330087,0,0.000911245
Root;k__Bacteria;p__Planctomycetes,0,0.000143349,0.000254194,0,0,0.000284981,0,0.000829187,7.86E-05,0.000282725,0.000957625,0,0,0,0.000254582,0.000572902,0,0,0,0.000227376,0,0.000422119,0.000584966,0.000508216,0,0.000105708,0,0,0,0,0,0.000195046,0,0.000532387,0,0,0,0,0,0,0,0.000848896,0,0,0,0,0,0,0,0.000307125,0,0,0.000372995,0,0.000418936,0,0,0,0,0,0,0,0,0.000128172,0.000272777,0,0,0.000168379,0,0,0,0,0,0.000554939,0,0.000471846,0,0.000643915,0.000274725,0,0,0.00044484,0,0.000178795,0.000225785,0,0,0,0.000114639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18E-05,0.000190494,0,0,0,0,0,0,0,0,0,0,0,0.001451379,0,0,0,0,0,0,0.000158907,0,0,0,0,0,0,0.000182249
Root;k__Bacteria;p__Proteobacteria,0.173387097,0.019352064,0.010421962,0.004520953,0.005347594,0.003989741,0,0.002902156,0.011714757,0.035906135,0.012449126,0.002696326,0.004922067,0.015820313,0.007637475,0.020624463,0.009036763,0.014674411,0.013140162,0.029786266,0.008854306,0.031447868,0.275519158,0.007284432,0.022188793,0.053065539,0,0,0,0.006848112,0.002740665,0.004486054,0.011877474,0.003371783,0.002078138,0.001281582,0.001924002,0.007719524,0.003574204,0.019395135,0.008523333,0.009337861,0.186726006,0.052408478,0.005147059,0.058017555,0.00058971,0.015343915,0,0.017506143,0.013849705,0,0.003356956,0.001045369,0.004608295,0.022212909,0.095238095,0.39771529,0.003536068,0.003202049,0.117647059,0.197831978,0.003805621,0.044091259,0.002454992,0.037878788,0.008571429,0.258292642,0.008762706,0.010111486,0.002054091,0.003691983,0.174201788,0.00554939,0.032102729,0.003774772,0.015409246,0.003004937,0.000549451,0.002813882,0.001055011,0.003113879,0.004381694,0.003397104,0.000903138,0.003917728,0.006642512,0.00988894,0.00424166,0.009222965,0.004884106,0.010510126,0,0,0.031746032,0.00152439,0.002071346,0,0.000979706,0.001547189,0.007248661,0.009169505,0.007403189,0.004774585,0.01342985,0.082919211,0.014646572,0.001686341,0.025252525,0.023191891,0.000481464,0.000792707,0.017348754,0.078007933,0.002031144,0.001748252,0.001451379,0.07747265,0.001212751,0.013563502,0,0.012413793,0.01114267,0.003178134,0.006653992,0.002014968,0.242853876,0.043112159,0.00973758,0.006715507,0.020047385
Root;k__Bacteria;p__Synergistetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063925,0,0.000193498,0,0,0.028045386,0,0.000529101,0.001272265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001142857,0,0,0.000518538,0,0,0,0,0,0.000786411,0,0,0.001373626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000893056,0,0,0,0,0,0,0.000712928,0,0,0,0.000660175,0,0
Root;k__Bacteria;p__Tenericutes,0,0,0,0,0,0,0,0,7.86E-05,0,0.000239406,0,0,0,0.000254582,0.000286451,0,0,0.001347709,0,0,0,0,0,0,0.000105708,0,0,0,0,0,0,0,0.006921029,0,0,0,0,0,0.002629849,0.000213083,0.004244482,0,0,0,0,0,0,0,0.000614251,0,0,0,0,0.00104734,0,0,0,0,0.002401537,0,0.001897019,0,0,0,0,0,0,0.000350508,0,0.000342349,0,0,0,0.002407705,0,0,0,0,0,0.000904295,0,0,8.94E-05,0,0,0,0,0.000229279,0,0,0,0,0,0,0,0,0,0,0,0,0.000261986,0.000189825,0,0,0,0,0,0,0.010135716,0,0,0,0,0.000225683,0,0,0,0,0,0,0.000344828,0,0,0,0,0,0,0,0,0
Root;k__Bacteria;p__Verrucomicrobia,0,0.000143349,0,0,0,0,0,0,0.002201431,0.000565451,0.000239406,0,0,0.000585938,0,0,0.000616143,0.000305717,0.003706199,0,0,0.000422119,0.000292483,0,0.000626802,0,0.00128041,0,0,0,0,0,0.00062513,0.007985803,0,0,0,0,0,0,0.008310249,0.001697793,0,0,0,0.000214087,0,0,0,0,0,0,0,0.000627221,0.000209468,0.007963118,0,0,0,0,0,0.004607046,0,0.000512689,0,0,0,0,0,0.000518538,0,0,0,0,0,0.004246618,0,0,0,0.003617848,0.000150716,0,0,0.00071518,0,0.002285341,0.01147343,0,0.000114639,0,0.006208609,0.000512689,0,0,0.031746032,0.007839721,0,0,0,0.000257865,0,0,0,0.000183638,0.000476236,0.00028397,0,0,0,0.000171792,0.000481464,0,0,0,0.000225683,0,0,0.002679169,0.005544006,0.000616523,0,0,0,0,0,0,0,0.003368137,0.001650437,0,0.000911245
Root;k__Archaea;p__Euryarchaeota;c__[Parvarchaea],0,0,0,0.000347766,0,0.000284981,0,0,7.86E-05,0,0,0,0,0,0,0,0,0,0,0.000909504,0,0,0.000292483,0,0,0.000105708,0,0,0,0.000175593,0.000171292,0,0,0,0,0,0,0,0.0003108,0,0,0,0,0,0,0,0,0,0,0,0,0.000221337,0,0,0,0,0,0,0.00106082,0.000160102,0,0,0.00058548,0.000128172,0.000272777,0,0,0,0,0,0,0,0,0.000554939,0,0.000157282,0,0,0.000549451,0,0,0,0,0.000178795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189825,0.000183638,0.000285741,0,0,0,0,0,0,0.000396354,0,0,0,0,0,0,0.00017325,0.000308261,0,0,0,0.000317813,0,0,0,0,0,0,0
Root;k__Bacteria;p__;c__,0,0,0.000254194,0,0,0,0.031746032,0.000829187,0,0,0,0,0.000546896,0,0,0.000859353,0,0.001834301,0,0,0,0.00021106,0.001462416,0,0,0.000211416,0,0,0,0.000175593,0,0.000780183,0,0.001419698,0,0,0,0.000643294,0,0,0,0,0,0,0,0.000856348,0,0,0,0.002457002,0,0,0,0,0,0.000419111,0,0.000175747,0,0.000160102,0,0.000271003,0.00087822,0.000128172,0,0,0,0,0,0,0,0,0,0,0.000802568,0,0,0,0.000274725,0,0.000452148,0,0,0.001251564,0,0,0,0,0,0,0,0.001281723,0,0,0,0.00021777,0,0,0.000279916,0,0,0.001309929,0,0.000550914,9.52E-05,0,0,0,0,0.000515375,0.001444391,0,0,0,0.000225683,0,0.002902758,0,0,0.000924784,0,0,0.000436967,0.000317813,0,0,0,0,0,0,0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.005376344,0.000143349,0.016522623,0.016344983,0,0.001424907,0.015873016,0.004560531,0.032471106,0.08368674,0.012688532,0,0.007383101,0.001171875,0.061099796,0.000572902,0.013965907,0.000305717,0.319070081,0.002273761,0.000268312,0.014140988,0.002339865,0.00220227,0.000376081,0.002325581,0.65268886,0.081632653,0.03030303,0.003160667,0.009763618,0.032572655,0.001875391,0.053593611,0.036990856,0.000915416,0.008658009,0.005789643,0.011188811,0.001643655,0.005540166,0.062818336,0.001160991,0.004238921,0.021691176,0.001070435,0.000884564,0.001587302,0,0.005528256,0.000769428,0.009738822,0.011189855,0.003972402,0.037075827,0.004191115,0,0.001054482,0.002828854,0.036663465,0,0.000813008,0,0.007433991,0.046372068,0.053030303,0.022285714,0.00909244,0.000701016,0.001296344,0.001369394,0.012921941,0.000255428,0.012763596,0.001605136,0.136049072,0.00080048,0.000643915,0.000274725,0.002009916,0.00331575,0,0.035053554,0.116842482,0,0.131570356,0.032910628,0.047162635,0.000229279,0.007608946,0.108609272,0.067674955,0,0.065109344,0.476190476,0.016332753,0,0,0.014415675,0.095410005,0.006618342,0.003667802,0.011769172,0.074556974,0.008286503,0.000425955,0.039269794,0.005059022,0.002525253,0.001546126,0.000962927,0.135949267,0.012233096,0.001322168,0.001354096,0,0.069666183,0.000669792,0.186936937,0.014180025,0,0.001724138,0.001966354,0.00047672,0.196055133,0.027345999,0.000457352,0.006736275,0.026406998,0.006105006,0.015126663
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.404569892,0.347620413,0.435815963,0.004520953,0.486631016,0.479623824,0.007936508,0.044776119,0.337212045,0.340684196,0.414412258,0.112571621,0.220946131,0.11015625,0.081466395,0.265253509,0.151365784,0.418526445,0.02425876,0.011823556,0.186477059,0.497045167,0.021058789,0.065559885,0.014917889,0.052114165,0.012483995,0.176870748,0,0.018261633,0.049331963,0.216305832,0.295686601,0.050754215,0.172485453,0.005126327,0.022366522,0.004181409,0.02999223,0.022353715,0.033240997,0.054329372,0.191176471,0.118689788,0.232720588,0.256904303,0.026536931,0.216402116,0.058842239,0.140970516,0.259810208,0.009738822,0.050354345,0.032406439,0.313364055,0.172673931,0.047619048,0.077504394,0.02970297,0.000800512,0,0.005691057,0.016686183,0.134837221,0.013638843,0.189393939,0.067428571,0.009934332,0.038906414,0.087892144,0.081478946,0.01371308,0.004597701,0.011653718,0.253611557,0.025951557,0.171102662,0.285254346,0.040934066,0.075304837,0.027430294,0.06316726,0.012171373,0.060969068,0.203431926,0.015507672,0.162137681,0.074851666,0.222171271,0.023057413,0.024089404,0.00794668,0.011527378,0.03777336,0.015873016,0.014590592,0.105408516,0.131578947,0.009937019,0.28751934,0.265994327,0.038773906,0.106302202,0.191442475,0.450328603,0.001561834,0.00997665,0.033726813,0.025252525,0.376224016,0.022147328,0.027348395,0.133896797,0.222785368,0.122545701,0.071678322,0.076923077,0.203170351,0.076403326,0.140567201,0,0.042758621,0.28577671,0.022564754,0.109315589,0.149683362,0.041619026,0.059616032,0.385212081,0.455128205,0.262802989
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.001344086,0.000143349,0,0.000695531,0,0,0,0,0.000393113,0,0.000478813,0.000337041,0,0.000390625,0,0,0.000410762,0,0,0,0,0.005276488,0.000584966,0.001016432,0.000752162,0.000317125,0,0,0,0,0.000513875,0,0.001458637,0.000709849,0,0,0,0,0.0003108,0.000328731,0,0,0.000386997,0,0,0.001070435,0,0,0,0.000921376,0,0,0,0.002299812,0,0,0,0,0,0,0,0,0,0.002691618,0.001909438,0,0,0.000168379,0,0,0,0.000527426,0.000766284,0,0,0,0.001801081,0.000429277,0.000274725,0.002813882,0,0,0.000486855,0.00035759,0.000225785,0.000163239,0.002717391,0,0,0.000461148,0.000248344,0,0,0.000497018,0,0,0,0,0.000139958,0.000773595,0,0,0,9.18E-05,0.000190494,0,0.000424538,0,0,0.001202543,0,0.000396354,0.00022242,0.000440723,0.000902731,0.003496503,0,0,0.001386001,0,0,0,0,0.000158907,0,0,0,0.000336814,0,0,0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0,0.000143349,0,0,0,0.000854944,0,0.000414594,0.00031449,0,0.001436438,0.000337041,0.000546896,0,0.000254582,0.000286451,0,0,0.002021563,0,0,0.00021106,0.000584966,0,0.00012536,0,0,0,0,0.000175593,0.000171292,0,0,0.000177462,0,0.000183083,0,0.000321647,0,0,0,0.000848896,0.000967492,0,0,0.000214087,0,0,0,0.000614251,0,0,0.000372995,0,0,0.002095557,0,0.000175747,0.000707214,0,0,0,0.00058548,0.00115355,0,0,0,0,0,0,0,0.000263713,0,0.001664817,0,0,0,0,0,0.000401983,0,0,0,0,0,0,0,0.000152138,0.000802476,0,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,9.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000616523,0,0,0,0.000158907,0,0,0,0.000336814,0,0,0
Root;k__Bacteria;p__Firmicutes;c__Bacilli,0.001344086,0.002150229,0.001270971,0.001912711,0,0.000854944,0.023809524,0.017412935,0.078229421,0.021487136,0.000957625,0.003370408,0.010117583,0.341210938,0.049389002,0.000859353,0.008215239,0.000917151,0.000336927,0.022964984,0.000804937,0.001266357,0.007604563,0.00880908,0.283690611,0.031183932,0.002880922,0.142857143,0,0.479894644,0.005138746,0.003705871,0.006459679,0.01934339,0.001246883,0.021786891,0.002164502,0.019942104,0.005749806,0.061801446,0.007884083,0.009337861,0.002128483,0.03583815,0.002573529,0.013273389,0.01415303,0.108465608,0.016857506,0.006142506,0.004103616,0.001549358,0.007459903,0.027179594,0.002932551,0.002514669,0.142857143,0.015641476,0.002121641,0.009285943,0,0.040379404,0.013758782,0.068443989,0.050463721,0.007575758,0.026857143,0.673682438,0.01191728,0.000259269,0.007189319,0.003164557,0.002043423,0.008879023,0.004012841,0.030670022,0.001400841,0.006653788,0.003021978,0.00736969,0.017332329,0.003113879,0.051119766,0.021455391,0.000903138,0,0.009661836,0.216948121,0.017425198,0.015679041,0.084602649,0.022301974,0.002881844,0.015407555,0,0.020252613,0.001380898,0.026315789,0.02603219,0.003094379,0.080995903,0.120775478,0.002277904,0.005050041,0.023049814,0.00056794,0.001061346,0.001686341,0.012626263,0.00188971,0.003851709,0.020214031,0.008896797,0.005509035,0.018731663,0.001748252,0.113207547,0.158070998,0.006756757,0.006165228,0.088888889,0.020689655,0.016167795,0.001589067,0.003802281,0.004029937,0.00114338,0.021556079,0.00132035,0.00030525,0.010023692
Root;k__Bacteria;p__Firmicutes;c__Clostridia,0.408602151,0.628297018,0.522750381,0.966614502,0.502673797,0.512396694,0.920634921,0.92371476,0.534004246,0.499575912,0.555183146,0.880013482,0.755537326,0.527148438,0.789714868,0.709538814,0.814951735,0.561907673,0.627358491,0.931105048,0.798229139,0.444702406,0.660719509,0.899542605,0.656136392,0.844820296,0.326824584,0.598639456,0.96969697,0.481123793,0.929085303,0.736883168,0.647009794,0.803371783,0.783873649,0.964481875,0.962481962,0.957542618,0.945454545,0.878040763,0.8033241,0.855687606,0.610681115,0.76416185,0.734558824,0.63027189,0.956656347,0.653439153,0.921755725,0.820331695,0.718902283,0.867640549,0.911600149,0.885218482,0.629451194,0.78541492,0.714285714,0.507029877,0.955799151,0.938520653,0.823529412,0.746883469,0.958138173,0.734555242,0.860065466,0.712121212,0.860285714,0.046304092,0.92253768,0.889032927,0.854159534,0.964398734,0.816347382,0.957824639,0.686998395,0.768952501,0.80568341,0.697789225,0.945054945,0.60190272,0.92720422,0.865658363,0.765822785,0.792061505,0.759990969,0.846065948,0.759359903,0.645367412,0.742749054,0.941434171,0.76589404,0.877980005,0.968299712,0.877733598,0.412698413,0.903963415,0.868124281,0.842105263,0.947655703,0.602372357,0.635045698,0.807440398,0.869969628,0.721329538,0.49109439,0.88811586,0.933347485,0.957841484,0.728535354,0.567256485,0.962927299,0.805786762,0.822286477,0.569854561,0.835477319,0.895104895,0.718432511,0.544317928,0.720720721,0.819667078,0.888888889,0.918275862,0.68013983,0.967106309,0.681558935,0.816637881,0.711410931,0.858538228,0.57286681,0.522283272,0.688901039
