"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000060929",1,1,0,0,0,NA
"RAMP_C_000061002",1,1,0,0,0,NA
"RAMP_C_000061010",1,1,0,0,0,NA
"RAMP_C_000061044",1,1,0,0,0,NA
"RAMP_C_000061068",1,1,0,0,0,NA
"RAMP_C_000061072",1,1,0,0,0,NA
"RAMP_C_000061078",1,1,0,0,0,NA
"RAMP_C_000061092",1,1,0,0,0,NA
"RAMP_C_000061093",1,1,0,0,0,NA
"RAMP_C_000061107",1,1,0,0,0,NA
"RAMP_C_000061108",1,1,0,0,0,NA
"RAMP_C_000061124",1,1,0,0,0,NA
"RAMP_C_000061130",1,1,0,0,0,NA
"RAMP_C_000061137",1,1,0,0,0,NA
"RAMP_C_000061149",1,1,0,0,0,NA
"RAMP_C_000061150",1,1,0,0,0,NA
"RAMP_C_000061153",1,1,0,0,0,NA
"RAMP_C_000061163",1,1,0,0,0,NA
"RAMP_C_000061182",1,1,0,0,0,NA
"RAMP_C_000061193",1,1,0,0,0,NA
"RAMP_C_000061200",1,1,0,0,0,NA
"RAMP_C_000061203",1,1,0,0,0,NA
"RAMP_C_000061210",1,1,0,0,0,NA
"RAMP_C_000061212",1,1,0,0,0,NA
"RAMP_C_000061232",1,1,0,0,0,NA
"RAMP_C_000061269",1,1,0,0,0,NA
"RAMP_C_000061272",1,1,0,0,0,NA
"RAMP_C_000061292",1,1,0,0,0,NA
"RAMP_C_000061302",1,1,0,0,0,NA
"RAMP_C_000061303",1,1,0,0,0,NA
"RAMP_C_000061314",1,1,0,0,0,NA
"RAMP_C_000061317",1,1,0,0,0,NA
"RAMP_C_000061325",1,1,0,0,0,NA
"RAMP_C_000061328",1,1,0,0,0,NA
"RAMP_C_000061346",1,1,0,0,0,NA
"RAMP_C_000061384",1,1,0,0,0,NA
"RAMP_C_000061386",1,1,0,0,0,NA
"RAMP_C_000061400",1,1,0,0,0,NA
"RAMP_C_000061402",1,1,0,0,0,NA
"RAMP_C_000061405",1,1,0,0,0,NA
"RAMP_C_000061440",1,1,0,0,0,NA
"RAMP_C_000061458",1,1,0,0,0,NA
"RAMP_C_000061468",1,1,0,0,0,NA
"RAMP_C_000061511",1,1,0,0,0,NA
"RAMP_C_000061515",1,1,0,0,0,NA
"RAMP_C_000061519",1,1,0,0,0,NA
"RAMP_C_000061520",1,1,0,0,0,NA
"RAMP_C_000061521",1,1,0,0,0,NA
"RAMP_C_000061543",1,1,0,0,0,NA
"RAMP_C_000061579",1,1,0,0,0,NA
"RAMP_C_000061588",1,1,0,0,0,NA
"RAMP_C_000061646",1,1,0,0,0,NA
"RAMP_C_000061648",1,1,0,0,0,NA
"RAMP_C_000061665",1,1,0,0,0,NA
"RAMP_C_000061673",1,1,0,0,0,NA
"RAMP_C_000061688",1,1,0,0,0,NA
"RAMP_C_000061697",1,1,0,0,0,NA
"RAMP_C_000061700",1,1,0,0,0,NA
"RAMP_C_000061712",1,1,0,0,0,NA
"RAMP_C_000061731",1,1,0,0,0,NA
"RAMP_C_000061750",1,1,0,0,0,NA
"RAMP_C_000061758",1,1,0,0,0,NA
"RAMP_C_000061764",1,1,0,0,0,NA
"RAMP_C_000061779",1,1,0,0,0,NA
"RAMP_C_000061793",1,1,0,0,0,NA
"RAMP_C_000061794",1,1,0,0,0,NA
"RAMP_C_000061795",1,1,0,0,0,NA
"RAMP_C_000061811",1,1,0,0,0,NA
"RAMP_C_000061836",1,1,0,0,0,NA
"RAMP_C_000061839",1,1,0,0,0,NA
"RAMP_C_000061843",1,1,0,0,0,NA
"RAMP_C_000061923",1,1,0,0,0,NA
"RAMP_C_000061924",1,1,0,0,0,NA
"RAMP_C_000061939",1,1,0,0,0,NA
"RAMP_C_000061945",1,1,0,0,0,NA
"RAMP_C_000061956",1,1,0,0,0,NA
"RAMP_C_000061960",1,1,0,0,0,NA
"RAMP_C_000061962",1,1,0,0,0,NA
"RAMP_C_000061975",1,1,0,0,0,NA
"RAMP_C_000061990",1,1,0,0,0,NA
"RAMP_C_000062001",1,1,0,0,0,NA
"RAMP_C_000062004",1,1,0,0,0,NA
"RAMP_C_000062005",1,1,0,0,0,NA
"RAMP_C_000062009",1,1,0,0,0,NA
"RAMP_C_000062014",1,1,0,0,0,NA
"RAMP_C_000062031",1,1,0,0,0,NA
"RAMP_C_000062049",1,1,0,0,0,NA
"RAMP_C_000062083",1,1,0,0,0,NA
"RAMP_C_000062094",1,1,0,0,0,NA
"RAMP_C_000062106",1,1,0,0,0,NA
"RAMP_C_000062109",1,1,0,0,0,NA
"RAMP_C_000062113",1,1,0,0,0,NA
"RAMP_C_000062130",1,1,0,0,0,NA
"RAMP_C_000062133",1,1,0,0,0,NA
"RAMP_C_000062149",1,1,0,0,0,NA
"RAMP_C_000062165",1,1,0,0,0,NA
"RAMP_C_000062167",1,1,0,0,0,NA
"RAMP_C_000062180",1,1,0,0,0,NA
"RAMP_C_000062196",1,1,0,0,0,NA
"RAMP_C_000062201",1,1,0,0,0,NA
"RAMP_C_000062203",1,1,0,0,0,NA
"RAMP_C_000062212",1,1,0,0,0,NA
"RAMP_C_000062237",1,1,0,0,0,NA
"RAMP_C_000062241",1,1,0,0,0,NA
"RAMP_C_000062260",1,1,0,0,0,NA
"RAMP_C_000062300",1,1,0,0,0,NA
"RAMP_C_000062314",1,1,0,0,0,NA
"RAMP_C_000062340",1,1,0,0,0,NA
"RAMP_C_000062341",1,1,0,0,0,NA
"RAMP_C_000062408",1,1,0,0,0,NA
"RAMP_C_000062430",1,1,0,0,0,NA
"RAMP_C_000062456",1,1,0,0,0,NA
"RAMP_C_000062465",1,1,0,0,0,NA
"RAMP_C_000062466",1,1,0,0,0,NA
"RAMP_C_000062471",1,1,0,0,0,NA
"RAMP_C_000062481",1,1,0,0,0,NA
"RAMP_C_000062488",1,1,0,0,0,NA
"RAMP_C_000062491",1,1,0,0,0,NA
"RAMP_C_000062500",1,1,0,0,0,NA
"RAMP_C_000062510",1,1,0,0,0,NA
"RAMP_C_000062514",1,1,0,0,0,NA
"RAMP_C_000062526",1,1,0,0,0,NA
"RAMP_C_000062543",1,1,0,0,0,NA
"RAMP_C_000062554",1,1,0,0,0,NA
"RAMP_C_000062567",1,1,0,0,0,NA
"RAMP_C_000062591",1,1,0,0,0,NA
"RAMP_C_000062609",1,1,0,0,0,NA
"RAMP_C_000062613",1,1,0,0,0,NA
"RAMP_C_000062627",1,1,0,0,0,NA
"RAMP_C_000062686",1,1,0,0,0,NA
"RAMP_C_000062710",1,1,0,0,0,NA
"RAMP_C_000062717",1,1,0,0,0,NA
"RAMP_C_000062720",1,1,0,0,0,NA
"RAMP_C_000062724",1,1,0,0,0,NA
"RAMP_C_000062738",1,1,0,0,0,NA
"RAMP_C_000062741",1,1,0,0,0,NA
"RAMP_C_000062745",1,1,0,0,0,NA
"RAMP_C_000062769",1,1,0,0,0,NA
"RAMP_C_000062791",1,1,0,0,0,NA
"RAMP_C_000062809",1,1,0,0,0,NA
"RAMP_C_000062830",1,1,0,0,0,NA
"RAMP_C_000062853",1,1,0,0,0,NA
"RAMP_C_000062856",1,1,0,0,0,NA
"RAMP_C_000062862",1,1,0,0,0,NA
"RAMP_C_000062873",1,1,0,0,0,NA
"RAMP_C_000062875",1,1,0,0,0,NA
"RAMP_C_000062877",1,1,0,0,0,NA
"RAMP_C_000062882",1,1,0,0,0,NA
"RAMP_C_000062891",1,1,0,0,0,NA
"RAMP_C_000062893",1,1,0,0,0,NA
"RAMP_C_000062927",1,1,0,0,0,NA
"RAMP_C_000062941",1,1,0,0,0,NA
"RAMP_C_000062967",1,1,0,0,0,NA
"RAMP_C_000062974",1,1,0,0,0,NA
"RAMP_C_000062990",1,1,0,0,0,NA
"RAMP_C_000063002",1,1,0,0,0,NA
"RAMP_C_000063016",1,1,0,0,0,NA
"RAMP_C_000063028",1,1,0,0,0,NA
"RAMP_C_000063049",1,1,0,0,0,NA
"RAMP_C_000063066",1,1,0,0,0,NA
"RAMP_C_000063076",1,1,0,0,0,NA
"RAMP_C_000063113",1,1,0,0,0,NA
"RAMP_C_000063115",1,1,0,0,0,NA
"RAMP_C_000063124",1,1,0,0,0,NA
"RAMP_C_000063130",1,1,0,0,0,NA
"RAMP_C_000063136",1,1,0,0,0,NA
"RAMP_C_000063155",1,1,0,0,0,NA
"RAMP_C_000063224",1,1,0,0,0,NA
"RAMP_C_000063304",1,1,0,0,0,NA
"RAMP_C_000063328",1,1,0,0,0,NA
"RAMP_C_000063336",1,1,0,0,0,NA
"RAMP_C_000063369",1,1,0,0,0,NA
"RAMP_C_000063386",1,1,0,0,0,NA
"RAMP_C_000063387",1,1,0,0,0,NA
"RAMP_C_000063398",1,1,0,0,0,NA
"RAMP_C_000063421",1,1,0,0,0,NA
"RAMP_C_000063425",1,1,0,0,0,NA
"RAMP_C_000063431",1,1,0,0,0,NA
"RAMP_C_000063432",1,1,0,0,0,NA
"RAMP_C_000063434",1,1,0,0,0,NA
"RAMP_C_000063447",1,1,0,0,0,NA
"RAMP_C_000063458",1,1,0,0,0,NA
"RAMP_C_000063468",1,1,0,0,0,NA
"RAMP_C_000063487",1,1,0,0,0,NA
"RAMP_C_000063504",1,1,0,0,0,NA
"RAMP_C_000063507",1,1,0,0,0,NA
"RAMP_C_000063513",1,1,0,0,0,NA
"RAMP_C_000063537",1,1,0,0,0,NA
"RAMP_C_000063541",1,1,0,0,0,NA
"RAMP_C_000063553",1,1,0,0,0,NA
"RAMP_C_000063555",1,1,0,0,0,NA
"RAMP_C_000063571",1,1,0,0,0,NA
"RAMP_C_000063587",1,1,0,0,0,NA
"RAMP_C_000063600",1,1,0,0,0,NA
"RAMP_C_000063641",1,1,0,0,0,NA
"RAMP_C_000063650",1,1,0,0,0,NA
"RAMP_C_000063653",1,1,0,0,0,NA
"RAMP_C_000063656",1,1,0,0,0,NA
"RAMP_C_000063657",1,1,0,0,0,NA
"RAMP_C_000063660",1,1,0,0,0,NA
"RAMP_C_000063672",1,1,0,0,0,NA
"RAMP_C_000063697",1,1,0,0,0,NA
"RAMP_C_000063730",1,1,0,0,0,NA
"RAMP_C_000063739",1,1,0,0,0,NA
"RAMP_C_000063758",1,1,0,0,0,NA
"RAMP_C_000063768",1,1,0,0,0,NA
"RAMP_C_000063775",1,1,0,0,0,NA
"RAMP_C_000063780",1,1,0,0,0,NA
"RAMP_C_000063787",1,1,0,0,0,NA
"RAMP_C_000063818",1,1,0,0,0,NA
"RAMP_C_000063829",1,1,0,0,0,NA
"RAMP_C_000063846",1,1,0,0,0,NA
"RAMP_C_000063890",1,1,0,0,0,NA
"RAMP_C_000063894",1,1,0,0,0,NA
"RAMP_C_000063896",1,1,0,0,0,NA
"RAMP_C_000063901",1,1,0,0,0,NA
"RAMP_C_000063905",1,1,0,0,0,NA
"RAMP_C_000063943",1,1,0,0,0,NA
"RAMP_C_000063957",1,1,0,0,0,NA
"RAMP_C_000063980",1,1,0,0,0,NA
"RAMP_C_000064002",1,1,0,0,0,NA
"RAMP_C_000064050",1,1,0,0,0,NA
"RAMP_C_000064064",1,1,0,0,0,NA
"RAMP_C_000064066",1,1,0,0,0,NA
"RAMP_C_000064074",1,1,0,0,0,NA
"RAMP_C_000064077",1,1,0,0,0,NA
"RAMP_C_000064090",1,1,0,0,0,NA
"RAMP_C_000064092",1,1,0,0,0,NA
"RAMP_C_000064109",1,1,0,0,0,NA
"RAMP_C_000064116",1,1,0,0,0,NA
"RAMP_C_000064128",1,1,0,0,0,NA
"RAMP_C_000064130",1,1,0,0,0,NA
"RAMP_C_000064132",1,1,0,0,0,NA
"RAMP_C_000064141",1,1,0,0,0,NA
"RAMP_C_000064142",1,1,0,0,0,NA
"RAMP_C_000064180",1,1,0,0,0,NA
"RAMP_C_000064186",1,1,0,0,0,NA
"RAMP_C_000064207",1,1,0,0,0,NA
"RAMP_C_000064212",1,1,0,0,0,NA
"RAMP_C_000064227",1,1,0,0,0,NA
"RAMP_C_000064236",1,1,0,0,0,NA
"RAMP_C_000064247",1,1,0,0,0,NA
"RAMP_C_000064285",1,1,0,0,0,NA
"RAMP_C_000064288",1,1,0,0,0,NA
"RAMP_C_000064311",1,1,0,0,0,NA
"RAMP_C_000064323",1,1,0,0,0,NA
"RAMP_C_000064332",1,1,0,0,0,NA
"RAMP_C_000064336",1,1,0,0,0,NA
"RAMP_C_000064337",1,1,0,0,0,NA
"RAMP_C_000064343",1,1,0,0,0,NA
"RAMP_C_000064344",1,1,0,0,0,NA
"RAMP_C_000064361",1,1,0,0,0,NA
"RAMP_C_000064375",1,1,0,0,0,NA
"RAMP_C_000064383",1,1,0,0,0,NA
"RAMP_C_000064399",1,1,0,0,0,NA
"RAMP_C_000064406",1,1,0,0,0,NA
"RAMP_C_000064414",1,1,0,0,0,NA
"RAMP_C_000064426",1,1,0,0,0,NA
"RAMP_C_000064440",1,1,0,0,0,NA
"RAMP_C_000064446",1,1,0,0,0,NA
"RAMP_C_000064486",1,1,0,0,0,NA
"RAMP_C_000064488",1,1,0,0,0,NA
"RAMP_C_000064489",1,1,0,0,0,NA
"RAMP_C_000064491",1,1,0,0,0,NA
"RAMP_C_000064536",1,1,0,0,0,NA
"RAMP_C_000064545",1,1,0,0,0,NA
"RAMP_C_000064546",1,1,0,0,0,NA
"RAMP_C_000064552",1,1,0,0,0,NA
"RAMP_C_000064564",1,1,0,0,0,NA
"RAMP_C_000064565",1,1,0,0,0,NA
"RAMP_C_000064582",1,1,0,0,0,NA
"RAMP_C_000064590",1,1,0,0,0,NA
"RAMP_C_000064614",1,1,0,0,0,NA
"RAMP_C_000064639",1,1,0,0,0,NA
"RAMP_C_000064647",1,1,0,0,0,NA
"RAMP_C_000064666",1,1,0,0,0,NA
"RAMP_C_000064667",1,1,0,0,0,NA
"RAMP_C_000064670",1,1,0,0,0,NA
"RAMP_C_000064682",1,1,0,0,0,NA
"RAMP_C_000064687",1,1,0,0,0,NA
"RAMP_C_000064706",1,1,0,0,0,NA
"RAMP_C_000064727",1,1,0,0,0,NA
"RAMP_C_000064745",1,1,0,0,0,NA
"RAMP_C_000064756",1,1,0,0,0,NA
"RAMP_C_000064782",1,1,0,0,0,NA
"RAMP_C_000064788",1,1,0,0,0,NA
"RAMP_C_000064800",1,1,0,0,0,NA
"RAMP_C_000064803",1,1,0,0,0,NA
"RAMP_C_000064811",1,1,0,0,0,NA
"RAMP_C_000064813",1,1,0,0,0,NA
"RAMP_C_000064815",1,1,0,0,0,NA
"RAMP_C_000064853",1,1,0,0,0,NA
"RAMP_C_000064877",1,1,0,0,0,NA
"RAMP_C_000064941",1,1,0,0,0,NA
"RAMP_C_000064960",1,1,0,0,0,NA
"RAMP_C_000065036",1,1,0,0,0,NA
"RAMP_C_000065045",1,1,0,0,0,NA
"RAMP_C_000065065",1,1,0,0,0,NA
"RAMP_C_000065067",1,1,0,0,0,NA
"RAMP_C_000065075",1,1,0,0,0,NA
"RAMP_C_000065129",1,1,0,0,0,NA
"RAMP_C_000065139",1,1,0,0,0,NA
"RAMP_C_000065142",1,1,0,0,0,NA
"RAMP_C_000065156",1,1,0,0,0,NA
"RAMP_C_000065159",1,1,0,0,0,NA
"RAMP_C_000065160",1,1,0,0,0,NA
"RAMP_C_000065166",1,1,0,0,0,NA
"RAMP_C_000065182",1,1,0,0,0,NA
"RAMP_C_000065192",1,1,0,0,0,NA
"RAMP_C_000065203",1,1,0,0,0,NA
"RAMP_C_000065267",1,1,0,0,0,NA
"RAMP_C_000065276",1,1,0,0,0,NA
"RAMP_C_000065296",1,1,0,0,0,NA
"RAMP_C_000065301",1,1,0,0,0,NA
"RAMP_C_000065338",1,1,0,0,0,NA
"RAMP_C_000065347",1,1,0,0,0,NA
"RAMP_C_000065352",1,1,0,0,0,NA
"RAMP_C_000065374",1,1,0,0,0,NA
"RAMP_C_000065435",1,1,0,0,0,NA
"RAMP_C_000065450",1,1,0,0,0,NA
"RAMP_C_000065455",1,1,0,0,0,NA
"RAMP_C_000065508",1,1,0,0,0,NA
"RAMP_C_000065523",1,1,0,0,0,NA
"RAMP_C_000065532",1,1,0,0,0,NA
"RAMP_C_000065533",1,1,0,0,0,NA
"RAMP_C_000065538",1,1,0,0,0,NA
"RAMP_C_000065540",1,1,0,0,0,NA
"RAMP_C_000065543",1,1,0,0,0,NA
"RAMP_C_000065548",1,1,0,0,0,NA
"RAMP_C_000065551",1,1,0,0,0,NA
"RAMP_C_000065552",1,1,0,0,0,NA
"RAMP_C_000065564",1,1,0,0,0,NA
"RAMP_C_000065589",1,1,0,0,0,NA
"RAMP_C_000065594",1,1,0,0,0,NA
"RAMP_C_000065614",1,1,0,0,0,NA
"RAMP_C_000065632",1,1,0,0,0,NA
"RAMP_C_000065672",1,1,0,0,0,NA
"RAMP_C_000065696",1,1,0,0,0,NA
"RAMP_C_000065708",1,1,0,0,0,NA
"RAMP_C_000065710",1,1,0,0,0,NA
"RAMP_C_000065714",1,1,0,0,0,NA
"RAMP_C_000065756",1,1,0,0,0,NA
"RAMP_C_000065769",1,1,0,0,0,NA
"RAMP_C_000065798",1,1,0,0,0,NA
"RAMP_C_000065802",1,1,0,0,0,NA
"RAMP_C_000065807",1,1,0,0,0,NA
"RAMP_C_000065817",1,1,0,0,0,NA
"RAMP_C_000065822",1,1,0,0,0,NA
"RAMP_C_000065829",1,1,0,0,0,NA
"RAMP_C_000065833",1,1,0,0,0,NA
"RAMP_C_000065841",1,1,0,0,0,NA
"RAMP_C_000065845",1,1,0,0,0,NA
"RAMP_C_000065848",1,1,0,0,0,NA
"RAMP_C_000065854",1,1,0,0,0,NA
"RAMP_C_000065905",1,1,0,0,0,NA
"RAMP_C_000065919",1,1,0,0,0,NA
"RAMP_C_000065925",1,1,0,0,0,NA
"RAMP_C_000065932",1,1,0,0,0,NA
"RAMP_C_000065951",1,1,0,0,0,NA
"RAMP_C_000065961",1,1,0,0,0,NA
"RAMP_C_000065965",1,1,0,0,0,NA
"RAMP_C_000065980",1,1,0,0,0,NA
"RAMP_C_000065987",1,1,0,0,0,NA
"RAMP_C_000066000",1,1,0,0,0,NA
"RAMP_C_000066001",1,1,0,0,0,NA
"RAMP_C_000066009",1,1,0,0,0,NA
"RAMP_C_000066016",1,1,0,0,0,NA
"RAMP_C_000066021",1,1,0,0,0,NA
"RAMP_C_000066039",1,1,0,0,0,NA
"RAMP_C_000066044",1,1,0,0,0,NA
"RAMP_C_000066045",1,1,0,0,0,NA
"RAMP_C_000066052",1,1,0,0,0,NA
"RAMP_C_000066100",1,1,0,0,0,NA
"RAMP_C_000066126",1,1,0,0,0,NA
"RAMP_C_000066133",1,1,0,0,0,NA
"RAMP_C_000066168",1,1,0,0,0,NA
"RAMP_C_000066174",1,1,0,0,0,NA
"RAMP_C_000066177",1,1,0,0,0,NA
"RAMP_C_000066179",1,1,0,0,0,NA
"RAMP_C_000066192",1,1,0,0,0,NA
"RAMP_C_000066202",1,1,0,0,0,NA
"RAMP_C_000066209",1,1,0,0,0,NA
"RAMP_C_000066217",1,1,0,0,0,NA
"RAMP_C_000066227",1,1,0,0,0,NA
"RAMP_C_000066253",1,1,0,0,0,NA
"RAMP_C_000066259",1,1,0,0,0,NA
"RAMP_C_000066276",1,1,0,0,0,NA
"RAMP_C_000066329",1,1,0,0,0,NA
"RAMP_C_000066331",1,1,0,0,0,NA
"RAMP_C_000066343",1,1,0,0,0,NA
"RAMP_C_000066361",1,1,0,0,0,NA
"RAMP_C_000066364",1,1,0,0,0,NA
"RAMP_C_000066367",1,1,0,0,0,NA
"RAMP_C_000066385",1,1,0,0,0,NA
"RAMP_C_000066396",1,1,0,0,0,NA
"RAMP_C_000066400",1,1,0,0,0,NA
"RAMP_C_000066411",1,1,0,0,0,NA
"RAMP_C_000066419",1,1,0,0,0,NA
"RAMP_C_000066458",1,1,0,0,0,NA
"RAMP_C_000066468",1,1,0,0,0,NA
"RAMP_C_000066472",1,1,0,0,0,NA
"RAMP_C_000066484",1,1,0,0,0,NA
"RAMP_C_000066490",1,1,0,0,0,NA
"RAMP_C_000066495",1,1,0,0,0,NA
"RAMP_C_000066498",1,1,0,0,0,NA
"RAMP_C_000066520",1,1,0,0,0,NA
"RAMP_C_000066521",1,1,0,0,0,NA
"RAMP_C_000066524",1,1,0,0,0,NA
"RAMP_C_000066543",1,1,0,0,0,NA
"RAMP_C_000066549",1,1,0,0,0,NA
"RAMP_C_000066596",1,1,0,0,0,NA
"RAMP_C_000066597",1,1,0,0,0,NA
"RAMP_C_000066602",1,1,0,0,0,NA
"RAMP_C_000066605",1,1,0,0,0,NA
"RAMP_C_000066612",1,1,0,0,0,NA
"RAMP_C_000066620",1,1,0,0,0,NA
"RAMP_C_000066644",1,1,0,0,0,NA
"RAMP_C_000066657",1,1,0,0,0,NA
"RAMP_C_000066658",1,1,0,0,0,NA
"RAMP_C_000066667",1,1,0,0,0,NA
"RAMP_C_000066673",1,1,0,0,0,NA
"RAMP_C_000066678",1,1,0,0,0,NA
"RAMP_C_000066695",1,1,0,0,0,NA
"RAMP_C_000066721",1,1,0,0,0,NA
"RAMP_C_000066731",1,1,0,0,0,NA
"RAMP_C_000066752",1,1,0,0,0,NA
"RAMP_C_000066761",1,1,0,0,0,NA
"RAMP_C_000066774",1,1,0,0,0,NA
"RAMP_C_000066783",1,1,0,0,0,NA
"RAMP_C_000066787",1,1,0,0,0,NA
"RAMP_C_000066808",1,1,0,0,0,NA
"RAMP_C_000066829",1,1,0,0,0,NA
"RAMP_C_000066839",1,1,0,0,0,NA
"RAMP_C_000066852",1,1,0,0,0,NA
"RAMP_C_000066865",1,1,0,0,0,NA
"RAMP_C_000066875",1,1,0,0,0,NA
"RAMP_C_000066877",1,1,0,0,0,NA
"RAMP_C_000066878",1,1,0,0,0,NA
"RAMP_C_000066895",1,1,0,0,0,NA
"RAMP_C_000066901",1,1,0,0,0,NA
"RAMP_C_000066918",1,1,0,0,0,NA
"RAMP_C_000066922",1,1,0,0,0,NA
"RAMP_C_000066933",1,1,0,0,0,NA
"RAMP_C_000066935",1,1,0,0,0,NA
"RAMP_C_000066952",1,1,0,0,0,NA
"RAMP_C_000066965",1,1,0,0,0,NA
"RAMP_C_000066983",1,1,0,0,0,NA
"RAMP_C_000066994",1,1,0,0,0,NA
"RAMP_C_000067001",1,1,0,0,0,NA
"RAMP_C_000067011",1,1,0,0,0,NA
"RAMP_C_000067029",1,1,0,0,0,NA
"RAMP_C_000067030",1,1,0,0,0,NA
"RAMP_C_000067057",1,1,0,0,0,NA
"RAMP_C_000067062",1,1,0,0,0,NA
"RAMP_C_000067085",1,1,0,0,0,NA
"RAMP_C_000067134",1,1,0,0,0,NA
"RAMP_C_000067136",1,1,0,0,0,NA
"RAMP_C_000067138",1,1,0,0,0,NA
"RAMP_C_000067169",1,1,0,0,0,NA
"RAMP_C_000067170",1,1,0,0,0,NA
"RAMP_C_000067203",1,1,0,0,0,NA
"RAMP_C_000067232",1,1,0,0,0,NA
"RAMP_C_000067239",1,1,0,0,0,NA
"RAMP_C_000067249",1,1,0,0,0,NA
"RAMP_C_000067267",1,1,0,0,0,NA
"RAMP_C_000067328",1,1,0,0,0,NA
"RAMP_C_000067337",1,1,0,0,0,NA
"RAMP_C_000067399",1,1,0,0,0,NA
"RAMP_C_000067404",1,1,0,0,0,NA
"RAMP_C_000067428",1,1,0,0,0,NA
"RAMP_C_000067433",1,1,0,0,0,NA
"RAMP_C_000067465",1,1,0,0,0,NA
"RAMP_C_000067468",1,1,0,0,0,NA
"RAMP_C_000067519",1,1,0,0,0,NA
"RAMP_C_000067521",1,1,0,0,0,NA
"RAMP_C_000067541",1,1,0,0,0,NA
"RAMP_C_000067548",1,1,0,0,0,NA
"RAMP_C_000067575",1,1,0,0,0,NA
"RAMP_C_000067591",1,1,0,0,0,NA
"RAMP_C_000067600",1,1,0,0,0,NA
"RAMP_C_000067609",1,1,0,0,0,NA
"RAMP_C_000067612",1,1,0,0,0,NA
"RAMP_C_000067618",1,1,0,0,0,NA
"RAMP_C_000067624",1,1,0,0,0,NA
"RAMP_C_000067627",1,1,0,0,0,NA
"RAMP_C_000067635",1,1,0,0,0,NA
"RAMP_C_000067636",1,1,0,0,0,NA
"RAMP_C_000067639",1,1,0,0,0,NA
"RAMP_C_000067664",1,1,0,0,0,NA
"RAMP_C_000067671",1,1,0,0,0,NA
"RAMP_C_000067672",1,1,0,0,0,NA
"RAMP_C_000067688",1,1,0,0,0,NA
"RAMP_C_000067691",1,1,0,0,0,NA
"RAMP_C_000067711",1,1,0,0,0,NA
"RAMP_C_000067721",1,1,0,0,0,NA
"RAMP_C_000067723",1,1,0,0,0,NA
"RAMP_C_000067727",1,1,0,0,0,NA
"RAMP_C_000067774",1,1,0,0,0,NA
"RAMP_C_000067778",1,1,0,0,0,NA
"RAMP_C_000067789",1,1,0,0,0,NA
"RAMP_C_000067796",1,1,0,0,0,NA
"RAMP_C_000067798",1,1,0,0,0,NA
"RAMP_C_000067819",1,1,0,0,0,NA
"RAMP_C_000067849",1,1,0,0,0,NA
"RAMP_C_000067861",1,1,0,0,0,NA
"RAMP_C_000067915",1,1,0,0,0,NA
"RAMP_C_000067920",1,1,0,0,0,NA
"RAMP_C_000067925",1,1,0,0,0,NA
"RAMP_C_000067928",1,1,0,0,0,NA
"RAMP_C_000067984",1,1,0,0,0,NA
"RAMP_C_000067986",1,1,0,0,0,NA
"RAMP_C_000068046",1,1,0,0,0,NA
"RAMP_C_000068078",1,1,0,0,0,NA
"RAMP_C_000068103",1,1,0,0,0,NA
"RAMP_C_000068112",1,1,0,0,0,NA
"RAMP_C_000068122",1,1,0,0,0,NA
"RAMP_C_000068125",1,1,0,0,0,NA
"RAMP_C_000068130",1,1,0,0,0,NA
"RAMP_C_000068139",1,1,0,0,0,NA
"RAMP_C_000068210",1,1,0,0,0,NA
"RAMP_C_000068235",1,1,0,0,0,NA
"RAMP_C_000068270",1,1,0,0,0,NA
"RAMP_C_000068285",1,1,0,0,0,NA
"RAMP_C_000068286",1,1,0,0,0,NA
"RAMP_C_000068298",1,1,0,0,0,NA
"RAMP_C_000068316",1,1,0,0,0,NA
"RAMP_C_000068334",1,1,0,0,0,NA
"RAMP_C_000068379",1,1,0,0,0,NA
"RAMP_C_000068407",1,1,0,0,0,NA
"RAMP_C_000068455",1,1,0,0,0,NA
"RAMP_C_000068462",1,1,0,0,0,NA
"RAMP_C_000068479",1,1,0,0,0,NA
"RAMP_C_000068501",1,1,0,0,0,NA
"RAMP_C_000068502",1,1,0,0,0,NA
"RAMP_C_000068512",1,1,0,0,0,NA
"RAMP_C_000068524",1,1,0,0,0,NA
"RAMP_C_000068547",1,1,0,0,0,NA
"RAMP_C_000068623",1,1,0,0,0,NA
"RAMP_C_000068626",1,1,0,0,0,NA
"RAMP_C_000068645",1,1,0,0,0,NA
"RAMP_C_000068652",1,1,0,0,0,NA
"RAMP_C_000068664",1,1,0,0,0,NA
"RAMP_C_000068672",1,1,0,0,0,NA
"RAMP_C_000068675",1,1,0,0,0,NA
"RAMP_C_000068681",1,1,0,0,0,NA
"RAMP_C_000068688",1,1,0,0,0,NA
"RAMP_C_000068694",1,1,0,0,0,NA
"RAMP_C_000068728",1,1,0,0,0,NA
"RAMP_C_000068737",1,1,0,0,0,NA
"RAMP_C_000068745",1,1,0,0,0,NA
"RAMP_C_000068759",1,1,0,0,0,NA
"RAMP_C_000068769",1,1,0,0,0,NA
"RAMP_C_000068864",1,1,0,0,0,NA
"RAMP_C_000068880",1,1,0,0,0,NA
"RAMP_C_000068910",1,1,0,0,0,NA
"RAMP_C_000068948",1,1,0,0,0,NA
"RAMP_C_000068951",1,1,0,0,0,NA
"RAMP_C_000068956",1,1,0,0,0,NA
